evidence_id,control_id,system_id,system_name,evidence_type,evidence_description,evidence_path,uploaded_by,upload_timestamp,assessment_period_start,assessment_period_end,status,reviewer,review_timestamp,review_notes
043d7a06-adac-4c34-a6e2-56ef39f9deda,AC-19,7e54a667-791f-4c28-aa84-f54bb484d403,Employee Dashboard,Configuration Export,System configuration file or export,/evidence/employee_dashboard/AC-19_configuration_export_20251205.json,risk.mgmt@nvidia-demo.com,2025-08-23T17:16:00,2025-08-12,2026-08-12,Accepted,security.manager@nvidia-demo.com,2025-09-03T07:16:00,All required artifacts present
fda34d72-8456-4d2b-a725-45ba33661dd9,SC-5,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,Change Management Ticket,Change request and approval documentation,/evidence/marketing_portal/SC-5_change_management_ticket_20251205.pdf,security.ops@nvidia-demo.com,2025-10-14T15:15:00,2025-09-14,2026-09-14,Accepted,audit.manager@nvidia-demo.com,2025-10-27T02:15:00,Evidence validated against control objectives
df53913a-14f6-4fc4-90d5-7b5c06c98b5d,MP-4,ee0c4aa1-a2f8-495a-9cbf-30d373ad195e,Supply Chain CRM,Change Management Ticket,Change request and approval documentation,/evidence/supply_chain_crm/MP-4_change_management_ticket_20251205.pdf,kimberly.thomas@nvidia-demo.com,2025-09-17T11:08:00,2025-09-11,2026-09-11,Rejected,grc.director@nvidia-demo.com,2025-09-22T04:08:00,Unable to verify control implementation from evidence
112f901c-b783-418c-a623-e8a8687993d9,CM-3,c3d4d0eb-eb22-4191-9727-9dafc6d9b32d,Marketing ERP,Business Continuity Plan,BCP/DR documentation,/evidence/marketing_erp/CM-3_business_continuity_plan_20251205.pdf,jessica.thomas@nvidia-demo.com,2025-09-13T14:47:00,2025-08-18,2026-08-18,Accepted,audit.manager@nvidia-demo.com,2025-09-26T00:47:00,Evidence clearly demonstrates control effectiveness
7f3c68a9-ab32-4497-8ac5-82fce0289768,IA-11,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,Vulnerability Scan,Vulnerability assessment report,/evidence/vendor_application/IA-11_vulnerability_scan_20251205.pdf,christopher.walker@nvidia-demo.com,2025-08-04T08:21:00,2025-07-19,2026-07-19,Pending Review,,,
fc112823-5f5d-4a5f-81a9-91802d479667,CM-3,80524a38-6d27-495d-9f01-7363cf9583a8,Supply Chain Dashboard,Incident Report,Security incident documentation,/evidence/supply_chain_dashboard/CM-3_incident_report_20251205.pdf,grc.team@nvidia-demo.com,2025-11-23T10:49:00,2025-11-13,2026-11-13,Accepted,security.manager@nvidia-demo.com,2025-12-04T20:49:00,Documentation complete and current
e4e76a28-560b-4d90-9eab-15a6c0e781ad,SR-8,647c289b-d1b9-4fd2-a6d1-44bf292ddf52,HR ERP,Risk Assessment,Risk assessment documentation,/evidence/hr_erp/SR-8_risk_assessment_20251205.xlsx,emily.thompson@nvidia-demo.com,2025-09-21T18:16:00,2025-09-11,2026-09-11,Accepted,compliance.lead@nvidia-demo.com,2025-09-23T11:16:00,All required artifacts present
eabca785-505b-4d4f-be58-f4ebadf48a3e,CM-3,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,Audit Log,System audit log or access log,/evidence/customer_warehouse/CM-3_audit_log_20251205.csv,ashley.walker@nvidia-demo.com,2025-10-03T11:44:00,2025-09-28,2026-09-28,Pending Review,,,
db1bacef-88d1-4069-8e1b-40be206b4100,IR-4,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,Business Continuity Plan,BCP/DR documentation,/evidence/inventory_scm/IR-4_business_continuity_plan_20251205.pdf,risk.mgmt@nvidia-demo.com,2025-11-17T14:11:00,2025-11-15,2026-11-15,Accepted,audit.manager@nvidia-demo.com,2025-11-29T23:11:00,All required artifacts present
6a92e45f-a52b-4af5-8ae3-810de751ece4,AC-4,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,Screenshot,Screen capture showing control implementation,/evidence/hr_application/AC-4_screenshot_20251205.png,it.admin@nvidia-demo.com,2025-11-15T15:23:00,2025-11-09,2026-11-09,Accepted,compliance.lead@nvidia-demo.com,2025-11-26T08:23:00,Evidence validated against control objectives
11b9d8cb-53b4-4d80-b15c-0be150fe93c1,MP-3,0c71c16f-b2fb-4a5f-aa37-f76a0d3c89a7,HR CRM,Change Management Ticket,Change request and approval documentation,/evidence/hr_crm/MP-3_change_management_ticket_20251205.pdf,james.davis@nvidia-demo.com,2025-09-22T13:39:00,2025-08-26,2026-08-26,Accepted,security.manager@nvidia-demo.com,2025-10-01T04:39:00,Evidence clearly demonstrates control effectiveness
17d7ffcc-6f87-4b66-9ebf-d2cbfce84515,AT-2,b8bf9e72-6bb0-44d2-81fd-1bb862602359,Partner SCM,Access Review Report,Periodic access review documentation,/evidence/partner_scm/AT-2_access_review_report_20251205.xlsx,nicole.jones@nvidia-demo.com,2025-07-07T09:23:00,2025-06-24,2026-06-24,Accepted,grc.director@nvidia-demo.com,2025-07-08T20:23:00,Evidence validated against control objectives
3b997c4f-fe7a-4622-9d62-addf0afde1a5,CM-4,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,Training Records,Employee training completion records,/evidence/engineering_dashboard/CM-4_training_records_20251205.xlsx,david.williams@nvidia-demo.com,2025-10-22T16:18:00,2025-09-29,2026-09-29,Accepted,senior.auditor@nvidia-demo.com,2025-10-25T03:18:00,All required artifacts present
fa8befbd-f798-4b10-9794-f204240e384b,AU-7,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,Vulnerability Scan,Vulnerability assessment report,/evidence/reporting_integration_hub/AU-7_vulnerability_scan_20251205.pdf,jennifer.anderson@nvidia-demo.com,2024-11-02T09:39:00,2024-10-14,2025-10-14,Expired,security.manager@nvidia-demo.com,2024-11-06T21:39:00,Evidence validity period has passed
f2379e10-3c7c-48d3-97b1-2979840caf1e,SR-1,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,Encryption Certificate,Certificate or key management documentation,/evidence/vendor_application/SR-1_encryption_certificate_20251205.pem,it.admin@nvidia-demo.com,2025-08-28T10:39:00,2025-08-25,2026-08-25,Accepted,grc.director@nvidia-demo.com,2025-09-01T21:39:00,Evidence validated against control objectives
419ca4a5-90c2-41f9-b65a-6850fb5737d9,SC-21,3168f778-3168-4598-8d4a-368d44741ed2,Supply Chain SCM,Change Management Ticket,Change request and approval documentation,/evidence/supply_chain_scm/SC-21_change_management_ticket_20251205.pdf,michael.brown@nvidia-demo.com,2025-11-12T16:55:00,2025-11-06,2026-11-06,Pending Review,,,
b775f203-0ec7-4da4-9a12-5d51be3c0c09,CP-1,80524a38-6d27-495d-9f01-7363cf9583a8,Supply Chain Dashboard,Vulnerability Scan,Vulnerability assessment report,/evidence/supply_chain_dashboard/CP-1_vulnerability_scan_20251205.pdf,jessica.clark@nvidia-demo.com,2025-06-29T08:40:00,2025-06-26,2026-06-26,Pending Review,,,
701a2467-4ff1-402f-b932-b61712cf46c0,SR-11,21f3b876-c37e-421e-8c20-68ad6e764bde,Supply Chain Application,Encryption Certificate,Certificate or key management documentation,/evidence/supply_chain_application/SR-11_encryption_certificate_20251205.pem,thomas.thomas@nvidia-demo.com,2025-10-26T09:20:00,2025-10-17,2026-10-17,Rejected,compliance.lead@nvidia-demo.com,2025-10-29T22:20:00,Evidence quality insufficient for audit purposes
093641f1-86bf-4b46-a092-00b2b03ee606,SC-5,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,Training Records,Employee training completion records,/evidence/marketing_portal/SC-5_training_records_20251205.xlsx,michael.clark@nvidia-demo.com,2025-12-07T15:07:00,2025-11-29,2026-11-29,Pending Review,,,
78238936-7181-4bb0-847a-0b2bd6eedb5b,PE-5,0c71c16f-b2fb-4a5f-aa37-f76a0d3c89a7,HR CRM,Vendor Assessment,Third-party vendor security assessment,/evidence/hr_crm/PE-5_vendor_assessment_20251205.pdf,james.davis@nvidia-demo.com,2025-07-10T12:32:00,2025-07-01,2026-07-01,Accepted,audit.manager@nvidia-demo.com,2025-07-12T22:32:00,Evidence validated against control objectives
380d2276-40bd-47ff-ba6b-ff5e2e68629c,IA-12,9a0a2181-bb32-408a-b776-a5abba0b3ec6,Sales Portal,Policy Document,Formal policy or procedure document,/evidence/sales_portal/IA-12_policy_document_20251205.pdf,ashley.robinson@nvidia-demo.com,2025-11-12T15:30:00,2025-10-13,2026-10-13,Accepted,security.manager@nvidia-demo.com,2025-11-20T06:30:00,All required artifacts present
ef74c852-948d-433c-8a2d-a8bcf1068be1,PM-3,a27f9bf8-283e-478b-941f-87fcec50418e,HR Service,Business Continuity Plan,BCP/DR documentation,/evidence/hr_service/PM-3_business_continuity_plan_20251205.pdf,david.rodriguez@nvidia-demo.com,2025-09-17T14:18:00,2025-09-02,2026-09-02,Pending Review,,,
8b95375d-5b13-417e-97eb-84b2ec9bf6b3,SA-5,a67f9520-6f1a-49ed-9699-dbe2914a7e95,Reporting API Gateway,Audit Log,System audit log or access log,/evidence/reporting_api_gateway/SA-5_audit_log_20251205.csv,ashley.smith@nvidia-demo.com,2025-07-29T09:35:00,2025-07-18,2026-07-18,Accepted,security.manager@nvidia-demo.com,2025-07-31T01:35:00,All required artifacts present
f0ea70e5-c7bc-4455-a643-75591ed80bb0,IA-4,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,Vendor Assessment,Third-party vendor security assessment,/evidence/hr_application/IA-4_vendor_assessment_20251205.pdf,jessica.clark@nvidia-demo.com,2025-12-04T13:35:00,2025-11-12,2026-11-12,Pending Review,,,
a72d2357-0c6e-48d4-9f33-86f5fd1d414f,AT-3,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,Encryption Certificate,Certificate or key management documentation,/evidence/partner_api_gateway/AT-3_encryption_certificate_20251205.pem,grc.team@nvidia-demo.com,2025-07-05T08:15:00,2025-06-13,2026-06-13,Accepted,security.manager@nvidia-demo.com,2025-07-19T16:15:00,Evidence validated against control objectives
41dd55c3-1e3a-4b56-b46e-5788b48b852b,MA-6,3168f778-3168-4598-8d4a-368d44741ed2,Supply Chain SCM,Incident Report,Security incident documentation,/evidence/supply_chain_scm/MA-6_incident_report_20251205.pdf,it.admin@nvidia-demo.com,2025-11-22T11:03:00,2025-11-02,2026-11-02,Rejected,senior.auditor@nvidia-demo.com,2025-11-30T00:03:00,Evidence is for incorrect system
7feb8465-8818-4663-8adf-95a2b9dd2ca3,MP-6,0a057262-509c-4828-b604-c02f0085a7bf,Financial ERP,Risk Assessment,Risk assessment documentation,/evidence/financial_erp/MP-6_risk_assessment_20251205.xlsx,grc.team@nvidia-demo.com,2025-07-04T17:46:00,2025-06-11,2026-06-11,Pending Review,,,
1fed88c5-5ed9-4240-b3f5-1079b31cebfc,AC-7,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,Change Management Ticket,Change request and approval documentation,/evidence/reporting_integration_hub/AC-7_change_management_ticket_20251205.pdf,jennifer.anderson@nvidia-demo.com,2025-12-29T16:02:00,2025-11-29,2026-11-29,Accepted,security.manager@nvidia-demo.com,2026-01-04T07:02:00,Documentation complete and current
04d45fc8-5d7a-4bd4-81c2-9ad7de86aaec,SR-12,74d84c27-f092-4709-a5df-625cfdad6495,Partner Data Platform,Change Management Ticket,Change request and approval documentation,/evidence/partner_data_platform/SR-12_change_management_ticket_20251205.pdf,grc.team@nvidia-demo.com,2025-07-11T13:40:00,2025-06-27,2026-06-27,Accepted,compliance.lead@nvidia-demo.com,2025-07-20T01:40:00,Evidence clearly demonstrates control effectiveness
458b4ec6-bfd8-4f55-87aa-2239f42e2ed3,PM-1,ee0c4aa1-a2f8-495a-9cbf-30d373ad195e,Supply Chain CRM,Change Management Ticket,Change request and approval documentation,/evidence/supply_chain_crm/PM-1_change_management_ticket_20251205.pdf,kimberly.thomas@nvidia-demo.com,2025-08-19T11:43:00,2025-07-29,2026-07-29,Accepted,grc.director@nvidia-demo.com,2025-09-02T19:43:00,All required artifacts present
e94c1593-45ec-4cf3-a4aa-0585d44d2e64,PE-13,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,Policy Document,Formal policy or procedure document,/evidence/marketing_analytics_engine/PE-13_policy_document_20251205.pdf,it.admin@nvidia-demo.com,2025-10-18T18:00:00,2025-10-14,2026-10-14,Accepted,senior.auditor@nvidia-demo.com,2025-10-29T10:00:00,Evidence clearly demonstrates control effectiveness
d26b2bac-6e7e-41a4-bbbb-a57ca84cde8f,PS-3,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,Encryption Certificate,Certificate or key management documentation,/evidence/reporting_integration_hub/PS-3_encryption_certificate_20251205.pem,jennifer.anderson@nvidia-demo.com,2025-06-27T08:02:00,2025-06-27,2026-06-27,Pending Review,,,
39b17bb9-5c10-428c-bdeb-0d05b67ec8f2,AU-12,c5d69f43-ffdd-4623-8b26-34c5af6dc0fd,Partner Application,Incident Report,Security incident documentation,/evidence/partner_application/AU-12_incident_report_20251205.pdf,ashley.walker@nvidia-demo.com,2025-09-16T17:46:00,2025-08-30,2026-08-30,Pending Review,,,
62ebc450-c0ca-4914-95a0-5f85900fdb4b,PL-1,7e54a667-791f-4c28-aa84-f54bb484d403,Employee Dashboard,Policy Document,Formal policy or procedure document,/evidence/employee_dashboard/PL-1_policy_document_20251205.pdf,michelle.miller@nvidia-demo.com,2025-08-11T16:10:00,2025-08-05,2026-08-05,Accepted,security.manager@nvidia-demo.com,2025-08-24T04:10:00,Evidence meets control requirements
7e68de0e-8f14-415b-8fef-632680d9dbfc,PS-7,c5be7264-f015-46c3-89de-125a5991e0b3,Analytics Integration Hub,Access Review Report,Periodic access review documentation,/evidence/analytics_integration_hub/PS-7_access_review_report_20251205.xlsx,christopher.walker@nvidia-demo.com,2025-12-05T13:00:00,2025-11-18,2026-11-18,Accepted,security.manager@nvidia-demo.com,2025-12-16T02:00:00,Evidence clearly demonstrates control effectiveness
49446387-8ea6-4d35-b23f-1f205836a39b,SC-18,d1399a8b-afb9-4c7e-8cf3-e12039305eaa,Security Database,Training Records,Employee training completion records,/evidence/security_database/SC-18_training_records_20251205.xlsx,nicole.clark@nvidia-demo.com,2025-10-03T12:42:00,2025-09-20,2026-09-20,Accepted,compliance.lead@nvidia-demo.com,2025-10-18T00:42:00,Evidence validated against control objectives
6bf82203-b528-4e57-8b6b-1773c9710904,SI-5,c5d69f43-ffdd-4623-8b26-34c5af6dc0fd,Partner Application,Vendor Assessment,Third-party vendor security assessment,/evidence/partner_application/SI-5_vendor_assessment_20251205.pdf,ashley.walker@nvidia-demo.com,2025-12-11T09:02:00,2025-12-03,2026-12-03,Rejected,audit.manager@nvidia-demo.com,2025-12-20T21:02:00,Evidence is for incorrect system
8443e306-5715-4643-89ec-d65776a096be,IR-6,1e6cd834-81f6-4239-b589-2d3bb1c7475b,Legal Warehouse,Vendor Assessment,Third-party vendor security assessment,/evidence/legal_warehouse/IR-6_vendor_assessment_20251205.pdf,nicole.jones@nvidia-demo.com,2025-09-10T13:22:00,2025-08-18,2026-08-18,Accepted,senior.auditor@nvidia-demo.com,2025-09-13T05:22:00,Evidence clearly demonstrates control effectiveness
9fedfcd6-7cc9-441d-bb22-52bb0d776773,SC-20,3168f778-3168-4598-8d4a-368d44741ed2,Supply Chain SCM,Training Records,Employee training completion records,/evidence/supply_chain_scm/SC-20_training_records_20251205.xlsx,risk.mgmt@nvidia-demo.com,2025-07-11T13:07:00,2025-07-07,2026-07-07,Accepted,grc.director@nvidia-demo.com,2025-07-16T06:07:00,Documentation complete and current
e0c251ee-b465-449e-962e-c1310d72ee66,PM-11,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,Access Review Report,Periodic access review documentation,/evidence/customer_warehouse/PM-11_access_review_report_20251205.xlsx,risk.mgmt@nvidia-demo.com,2025-09-02T10:25:00,2025-08-18,2026-08-18,Pending Review,,,
5ba4cada-814c-496c-8a45-25f5a4a5c36c,AT-1,ab3f8dfe-b4de-40c1-a6f2-02f2ccc808a5,Customer Integration Hub,Access Review Report,Periodic access review documentation,/evidence/customer_integration_hub/AT-1_access_review_report_20251205.xlsx,michelle.lewis@nvidia-demo.com,2025-09-24T13:34:00,2025-09-10,2026-09-10,Rejected,security.manager@nvidia-demo.com,2025-10-09T03:34:00,Missing required details or timestamps
79d62fbb-6bfe-4689-aab9-99f3529979ab,SI-2,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,Business Continuity Plan,BCP/DR documentation,/evidence/analytics_hris/SI-2_business_continuity_plan_20251205.pdf,nicole.taylor@nvidia-demo.com,2025-12-07T14:26:00,2025-11-10,2026-11-10,Rejected,audit.manager@nvidia-demo.com,2025-12-17T06:26:00,Documentation is outdated
06f5319b-5d81-4003-bce6-0078214e1c67,PE-4,ae37b0c6-224c-4929-b490-017ca050e755,Legal HRIS,Configuration Export,System configuration file or export,/evidence/legal_hris/PE-4_configuration_export_20251205.json,audit.team@nvidia-demo.com,2025-12-13T17:16:00,2025-11-17,2026-11-17,Accepted,grc.director@nvidia-demo.com,2025-12-15T05:16:00,All required artifacts present
c44f5eae-eb2c-4f1a-ac89-b7e45b62a917,SA-4,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,Business Continuity Plan,BCP/DR documentation,/evidence/marketing_analytics_engine/SA-4_business_continuity_plan_20251205.pdf,michael.miller@nvidia-demo.com,2025-11-16T13:30:00,2025-11-10,2026-11-10,Accepted,compliance.lead@nvidia-demo.com,2025-11-20T07:30:00,Evidence meets control requirements
a32532ba-1590-4df7-afd7-eb214c4dfb8c,SI-16,0c71c16f-b2fb-4a5f-aa37-f76a0d3c89a7,HR CRM,Vendor Assessment,Third-party vendor security assessment,/evidence/hr_crm/SI-16_vendor_assessment_20251205.pdf,james.davis@nvidia-demo.com,2025-09-16T15:00:00,2025-08-29,2026-08-29,Pending Review,,,
bb2e9e68-5e03-4636-8abd-c07c7a49fe5e,PM-2,ab3f8dfe-b4de-40c1-a6f2-02f2ccc808a5,Customer Integration Hub,Encryption Certificate,Certificate or key management documentation,/evidence/customer_integration_hub/PM-2_encryption_certificate_20251205.pem,it.admin@nvidia-demo.com,2025-10-05T12:38:00,2025-09-20,2026-09-20,Accepted,security.manager@nvidia-demo.com,2025-10-15T20:38:00,Evidence meets control requirements
aff580c5-69d2-4b49-a4db-7bddcf0f34ee,AC-18,7329b64e-aed4-4f7e-870a-8f8837906a8f,Reporting Integration Hub,Vendor Assessment,Third-party vendor security assessment,/evidence/reporting_integration_hub/AC-18_vendor_assessment_20251205.pdf,audit.team@nvidia-demo.com,2025-09-08T09:16:00,2025-08-18,2026-08-18,Pending Review,,,
6b25a22f-3bde-4bbf-b665-60f6e6a4ef31,CP-9,c43fdb27-5832-421f-872a-aa0121059921,Partner API Gateway,Vendor Assessment,Third-party vendor security assessment,/evidence/partner_api_gateway/CP-9_vendor_assessment_20251205.pdf,compliance.team@nvidia-demo.com,2025-07-27T08:08:00,2025-07-19,2026-07-19,Accepted,audit.manager@nvidia-demo.com,2025-08-02T18:08:00,Evidence validated against control objectives
8420539e-d0ce-47d4-b76f-618449dbc383,CM-10,d1399a8b-afb9-4c7e-8cf3-e12039305eaa,Security Database,Vulnerability Scan,Vulnerability assessment report,/evidence/security_database/CM-10_vulnerability_scan_20251205.pdf,nicole.clark@nvidia-demo.com,2025-07-31T10:52:00,2025-07-28,2026-07-28,Accepted,audit.manager@nvidia-demo.com,2025-08-06T20:52:00,Evidence meets control requirements
6b0cfd79-5a45-4326-85f0-768d0f7e9d19,MA-1,c5d69f43-ffdd-4623-8b26-34c5af6dc0fd,Partner Application,Policy Document,Formal policy or procedure document,/evidence/partner_application/MA-1_policy_document_20251205.pdf,compliance.team@nvidia-demo.com,2025-06-19T13:31:00,2025-06-19,2026-06-19,Pending Review,,,
49178d26-d675-4102-bafa-97fdd1e6e48e,PM-3,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,Risk Assessment,Risk assessment documentation,/evidence/financial_portal/PM-3_risk_assessment_20251205.xlsx,richard.brown@nvidia-demo.com,2025-12-11T08:04:00,2025-11-12,2026-11-12,Accepted,grc.director@nvidia-demo.com,2025-12-17T17:04:00,All required artifacts present
5388fd06-7f2c-48c2-8d13-9cc15798bf56,MA-1,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,Business Continuity Plan,BCP/DR documentation,/evidence/analytics_hris/MA-1_business_continuity_plan_20251205.pdf,nicole.taylor@nvidia-demo.com,2025-08-04T17:34:00,2025-07-11,2026-07-11,Accepted,grc.director@nvidia-demo.com,2025-08-18T10:34:00,All required artifacts present
d3d357d6-5a9a-442b-b118-2021c79c16da,IA-5,379aad25-1450-4f4a-8051-11d6f4f6b15b,Sales CRM,Change Management Ticket,Change request and approval documentation,/evidence/sales_crm/IA-5_change_management_ticket_20251205.pdf,risk.mgmt@nvidia-demo.com,2025-07-30T14:38:00,2025-07-13,2026-07-13,Accepted,grc.director@nvidia-demo.com,2025-08-04T08:38:00,Evidence clearly demonstrates control effectiveness
16877d3e-d433-4c41-86d3-a370dca4cd54,SC-18,9a0a2181-bb32-408a-b776-a5abba0b3ec6,Sales Portal,Vulnerability Scan,Vulnerability assessment report,/evidence/sales_portal/SC-18_vulnerability_scan_20251205.pdf,grc.team@nvidia-demo.com,2025-10-08T17:30:00,2025-10-02,2026-10-02,Pending Review,,,
3e5d3cbe-5c16-49c4-ba83-f59affeb3d3c,AU-5,c5be7264-f015-46c3-89de-125a5991e0b3,Analytics Integration Hub,Vendor Assessment,Third-party vendor security assessment,/evidence/analytics_integration_hub/AU-5_vendor_assessment_20251205.pdf,security.ops@nvidia-demo.com,2025-09-29T17:58:00,2025-09-27,2026-09-27,Pending Review,,,
e5cd5ae3-144e-4499-8207-924a393413e6,PL-10,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,Screenshot,Screen capture showing control implementation,/evidence/inventory_scm/PL-10_screenshot_20251205.png,michelle.anderson@nvidia-demo.com,2025-12-11T18:00:00,2025-11-27,2026-11-27,Accepted,audit.manager@nvidia-demo.com,2025-12-19T11:00:00,Evidence meets control requirements
a44bb254-f9ec-4cbc-b389-91d337eba9f4,PE-3,0a057262-509c-4828-b604-c02f0085a7bf,Financial ERP,Change Management Ticket,Change request and approval documentation,/evidence/financial_erp/PE-3_change_management_ticket_20251205.pdf,daniel.miller@nvidia-demo.com,2025-09-14T13:13:00,2025-09-14,2026-09-14,Pending Review,,,
cbe78406-f55c-4ddf-a9b3-6f25557bcb91,SR-5,647c289b-d1b9-4fd2-a6d1-44bf292ddf52,HR ERP,Encryption Certificate,Certificate or key management documentation,/evidence/hr_erp/SR-5_encryption_certificate_20251205.pem,emily.thompson@nvidia-demo.com,2025-12-11T10:46:00,2025-12-01,2026-12-01,Accepted,audit.manager@nvidia-demo.com,2025-12-23T00:46:00,Evidence meets control requirements
79aafcc8-d005-4265-b1ca-a56666071bb2,PE-15,6ad86b83-e43c-4db4-959a-1a9e70b4736e,Partner HRIS,Change Management Ticket,Change request and approval documentation,/evidence/partner_hris/PE-15_change_management_ticket_20251205.pdf,robert.smith@nvidia-demo.com,2025-10-06T18:53:00,2025-09-23,2026-09-23,Accepted,senior.auditor@nvidia-demo.com,2025-10-19T03:53:00,Documentation complete and current
2dd970c2-1cac-496d-b982-7ba71a2f3b05,SI-11,c3fb88ca-874a-4876-8f59-7eb35752c832,HR Dashboard,Penetration Test Report,Security testing results,/evidence/hr_dashboard/SI-11_penetration_test_report_20251205.pdf,risk.mgmt@nvidia-demo.com,2025-10-15T13:22:00,2025-09-26,2026-09-26,Pending Review,,,
